Student Number,Grade,Total Units,Avoided Time Slot,Selected Course 1,Selected Course 2,Selected Course 3,Success
1,4,8,5,001-SEM (1079),001-SEM (1541),NA,1
2,4,10,4,001-SEM (1048),002-SEM (1092),025-SEM (1461),0
3,4,10,4,002-SEM (1506),001-SEM (1524),002-SEM (1470),1
4,4,10,3,001-SEM (1108),001-SEM (1128),003-SEM (1527),1
5,4,8,4,001-LEC (1064),001-SEM (1076),NA,1
6,4,8,3,013-SEM (1183),001-SEM (1050),NA,1
7,4,10,4,001-SEM (1326),002-SEM (1827),002-SEM (1476),1
8,4,8,5,004-LEC (1387),001-SEM (1407),NA,0
9,4,8,3,001-LEC (1312),001-SEM (1099),NA,1
10,4,10,1,001-SEM (1078),025-SEM (1461),002-SEM (1318),1
11,4,8,2,022-SEM (1458),002-SEM (1074),020-SEM (1456),1
12,4,10,3,004-SEM (1440),001-LEC (1302),002-SEM (1060),1
13,4,10,2,001-SEM (1080),003-LEC (1328),001-SEM (1504),1
14,4,8,1,018-SEM (1188),001-SEM (1051),NA,1
15,4,8,3,001-SEM (1409),022-SEM (1458),001-SEM (1413),1
16,4,10,1,001-SEM (1409),001-SEM (1097),001-SEM (1081),0
17,4,10,3,002-SEM (1311),001-SEM (1505),001-SEM (1346),1
18,4,8,1,001-SEM (1052),001-SEM (1098),NA,1
19,4,10,2,001-SEM (1109),001-SEM (1063),022-SEM (1458),0
20,4,10,1,001-LEC (1403),002-SEM (1825),007-SEM (1443),0
21,4,10,4,001-SEM (1075),001-SEM (1404),001-LEC (1389),1
22,4,8,3,002-SEM (1472),001-SEM (1341),001-SEM (1098),1
23,4,10,1,002-SEM (1095),003-SEM (1439),001-SEM (1067),0
24,4,8,5,001-SEM (1121),004-SEM (1056),NA,1
25,4,10,1,001-LEC (1303),002-SEM (1526),001-SEM (1116),1
26,4,8,1,018-SEM (1188),002-SEM (1123),NA,1
27,4,10,3,020-SEM (1456),007-SEM (1511),001-LEC (1324),0
28,4,10,4,008-SEM (1512),014-SEM (1450),006-SEM (1090),1
29,4,10,5,005-SEM (1489),001-LEC (1337),002-SEM (1311),1
30,4,8,1,001-LEC (1403),024-SEM (1194),NA,1
31,4,10,3,001-SEM (1391),021-SEM (1191),002-SEM (1526),1
32,4,10,1,001-LEC (1403),018-SEM (1454),016-SEM (1186),1
33,4,10,1,001-SEM (1113),001-SEM (1482),001-SEM (1504),0
34,4,10,3,001-SEM (1556),008-SEM (1492),005-LEC (1368),1
35,4,10,4,016-SEM (1186),011-SEM (1447),016-SEM (1452),1
36,4,8,4,013-SEM (1449),001-SEM (1382),001-SEM (1934),1
37,4,8,5,001-SEM (1111),001-SEM (1083),NA,1
38,4,8,5,001-SEM (1409),001-LEC (1029),NA,0
39,4,8,3,001-SEM (1480),001-SEM (1559),003-SEM (1507),1
40,4,8,5,001-LEC (1066),001-SEM (1482),003-SEM (1377),1
41,4,8,2,001-SEM (1116),001-SEM (1099),NA,1
42,4,8,2,001-SEM (1080),001-SEM (1404),NA,1
43,4,8,3,003-LEC (1354),001-SEM (1108),NA,1
44,4,8,1,002-SEM (1474),001-LEC (1398),001-SEM (1413),1
45,4,8,1,001-LEC (1370),001-SEM (1078),NA,0
46,4,10,4,002-SEM (1827),002-SEM (1095),001-SEM (1559),1
47,4,8,3,001-SEM (1525),001-SEM (1124),007-SEM (1511),1
48,4,8,3,012-SEM (1448),003-LEC (1328),020-SEM (1456),1
49,4,8,2,001-SEM (1096),001-SEM (1501),001-SEM (1359),1
50,4,10,3,016-SEM (1186),005-SEM (1489),003-SEM (1527),0
51,4,10,3,001-SEM (1076),001-SEM (1078),001-SEM (1384),0
52,4,8,5,001-SEM (1501),014-SEM (1450),001-SEM (1054),1
53,4,8,2,021-SEM (1191),004-SEM (1488),001-LEC (1324),1
54,4,10,4,005-SEM (1441),002-SEM (1060),001-SEM (1076),1
55,4,10,1,002-SEM (1318),001-SEM (1327),001-LEC (1337),0
56,4,10,5,001-SEM (1101),002-SEM (1405),001-SEM (1084),1
57,4,10,5,001-SEM (1394),001-SEM (1343),001-SEM (1350),0
58,4,10,2,001-SEM (1326),001-SEM (1106),006-SEM (1490),1
59,4,8,3,001-SEM (1118),001-LEC (1568),NA,1
60,4,10,2,002-SEM (1414),001-SEM (1098),001-LEC (1374),0
61,4,8,4,002-SEM (1129),005-SEM (1199),NA,1
62,4,10,4,001-LEC (1398),004-SEM (1488),005-LEC (1307),1
63,4,10,4,001-SEM (1122),001-SEM (1505),001-SEM (1084),1
64,4,8,1,001-SEM (1376),001-SEM (1361),NA,1
65,4,10,2,002-SEM (1414),001-SEM (1081),002-SEM (1393),0
66,4,8,2,001-SEM (1504),001-SEM (1063),013-SEM (1449),1
67,4,10,5,001-SEM (1082),005-SEM (1059),003-SEM (1487),1
68,4,8,1,001-SEM (1113),001-LEC (1403),NA,0
69,4,10,2,002-SEM (1484),001-SEM (1505),003-SEM (1439),1
70,4,10,3,001-LEC (1029),001-LEC (1374),001-SEM (1394),1
71,4,10,5,001-SEM (1392),001-SEM (1395),001-SEM (1051),1
72,4,8,1,001-SEM (1381),001-LEC (1029),NA,1
73,4,8,2,001-SEM (1391),003-LEC (1385),NA,1
74,4,8,4,005-SEM (1441),018-SEM (1454),025-SEM (1461),1
75,4,10,1,003-LEC (1328),001-SEM (1091),018-SEM (1454),1
76,4,8,2,001-LEC (1568),004-SEM (1056),NA,1
77,4,10,4,014-SEM (1184),002-SEM (1129),021-SEM (1457),1
78,4,10,2,005-LEC (1368),025-SEM (1461),001-SEM (1409),1
79,4,8,2,001-SEM (1479),002-SEM (1093),003-LEC (1385),1
80,4,10,4,001-SEM (1128),001-SEM (1112),019-SEM (1189),1
81,4,8,2,001-SEM (1075),001-LEC (1029),NA,1
82,4,10,5,001-SEM (1556),002-SEM (1093),002-SEM (1557),1
83,4,10,3,006-SEM (1442),001-SEM (1122),008-SEM (1492),1
84,4,10,1,007-SEM (1443),001-SEM (1934),016-SEM (1452),1
85,4,10,5,001-SEM (1075),002-SEM (1827),001-SEM (1504),0
86,4,8,4,001-SEM (1504),002-SEM (1476),001-SEM (1099),1
87,4,10,2,021-SEM (1457),002-SEM (1484),002-SEM (1506),1
88,4,8,2,013-SEM (1449),006-SEM (1490),002-SEM (1093),1
89,4,10,5,001-LEC (1374),001-SEM (1078),007-SEM (1443),0
90,4,10,1,019-SEM (1189),001-LEC (1373),001-LEC (1348),1
91,4,10,3,001-SEM (1113),004-SEM (1508),026-SEM (1462),0
92,4,10,5,001-LEC (1303),001-SEM (1350),004-LEC (1305),1
93,4,8,4,001-SEM (1367),004-SEM (1936),002-SEM (1318),1
94,4,8,1,001-SEM (1081),019-SEM (1189),NA,1
95,4,8,5,001-LEC (1568),025-SEM (1461),020-SEM (1190),0
96,4,10,5,002-SEM (1825),006-SEM (1090),004-LEC (1387),1
97,4,8,4,019-SEM (1189),004-SEM (1508),024-SEM (1194),1
98,4,10,3,001-LEC (1348),001-SEM (1326),001-SEM (1082),0
99,4,8,4,001-LEC (1126),001-SEM (1479),001-LEC (1302),0
100,4,10,4,001-SEM (1055),002-SEM (1825),009-SEM (1445),1
101,4,8,2,002-SEM (1318),002-SEM (1095),NA,1
102,4,10,2,001-SEM (1081),001-SEM (1118),001-LEC (1403),1
103,4,10,5,001-LEC (1066),004-SEM (1488),001-SEM (1118),1
104,4,8,1,001-SEM (1105),001-SEM (1063),NA,1
105,4,10,1,002-SEM (1092),001-SEM (1359),001-LEC (1126),1
106,4,8,3,018-SEM (1454),001-SEM (1076),001-SEM (1501),1
107,4,8,5,001-SEM (1934),001-SEM (1128),001-SEM (1334),1
108,4,8,1,002-SEM (1060),001-SEM (1078),NA,1
109,4,8,1,008-SEM (1444),003-LEC (1385),001-SEM (1052),1
110,4,10,5,001-SEM (1063),002-SEM (1393),006-SEM (1442),0
111,4,8,3,001-LEC (1403),001-SEM (1535),015-SEM (1185),0
112,4,8,4,020-SEM (1190),002-SEM (1414),001-LEC (1064),1
113,4,8,2,001-SEM (1934),001-SEM (1121),002-SEM (1318),1
114,4,10,4,013-SEM (1183),020-SEM (1456),002-SEM (1060),1
115,4,10,1,024-SEM (1194),001-SEM (1392),001-SEM (1116),1
116,4,8,1,017-SEM (1453),001-SEM (1079),003-LEC (1354),1
117,4,10,4,004-SEM (1488),008-SEM (1202),001-SEM (1341),1
118,4,8,2,001-SEM (1401),001-SEM (1381),NA,1
119,4,10,1,006-SEM (1442),015-SEM (1451),001-SEM (1091),1
120,4,8,5,001-SEM (1524),001-SEM (1081),008-SEM (1512),1
121,4,8,5,001-LEC (1373),001-SEM (1065),NA,1
122,4,10,2,001-SEM (1115),002-SEM (1093),010-SEM (1446),1
123,4,8,2,001-SEM (1053),001-SEM (1361),NA,1
124,4,8,4,003-SEM (1507),003-LEC (1385),016-SEM (1452),1
125,4,8,5,001-SEM (1067),001-LEC (1349),NA,1
126,4,10,3,002-SEM (1129),001-SEM (1504),007-SEM (1491),1
127,4,8,3,003-SEM (1487),018-SEM (1454),001-LEC (1349),1
128,4,8,5,002-SEM (1484),001-SEM (1504),026-SEM (1462),1
129,4,8,3,008-SEM (1512),001-SEM (1083),003-SEM (1377),1
130,4,10,4,007-SEM (1201),003-SEM (1299),001-SEM (1080),1
131,4,10,4,001-SEM (1541),002-SEM (1092),001-SEM (1401),1
132,4,10,1,001-LEC (1303),020-SEM (1456),008-SEM (1202),1
133,4,10,2,001-SEM (1401),002-SEM (1129),003-SEM (1527),0
134,4,10,2,001-SEM (1404),004-SEM (1488),001-SEM (1081),1
135,4,10,2,001-SEM (1395),001-SEM (1382),023-SEM (1459),1
136,4,8,3,001-SEM (1122),001-SEM (1390),NA,1
137,4,10,2,001-SEM (1097),001-SEM (1410),008-SEM (1444),1
138,4,8,4,002-SEM (1827),003-SEM (1377),003-LEC (1385),1
139,4,10,5,001-SEM (1343),002-SEM (1405),001-LEC (1349),1
140,4,8,3,001-SEM (1361),012-SEM (1448),001-SEM (1391),1
141,4,8,2,025-SEM (1461),008-SEM (1444),019-SEM (1189),1
142,4,10,4,001-SEM (1084),001-SEM (1531),001-SEM (1404),1
143,4,8,5,001-SEM (1376),003-LEC (1385),NA,0
144,4,8,3,002-SEM (1129),001-SEM (1088),NA,1
145,4,8,4,001-SEM (1480),001-SEM (1525),006-LEC (1396),1
146,4,10,3,002-SEM (1557),001-SEM (1401),026-SEM (1462),1
147,4,8,2,001-SEM (1115),002-SEM (1365),NA,1
148,4,10,2,007-SEM (1443),001-LEC (1320),001-SEM (1395),1
149,4,10,3,001-SEM (1327),013-SEM (1449),001-SEM (1359),1
150,4,10,1,002-SEM (1365),001-SEM (1410),001-LEC (1126),1
151,4,8,3,001-SEM (1065),001-LEC (1568),NA,1
152,4,10,4,001-SEM (1065),001-SEM (1525),001-LEC (1337),1
153,4,8,4,003-LEC (1385),008-SEM (1492),002-SEM (1318),1
154,4,8,1,001-SEM (1326),001-SEM (1525),001-LEC (1403),1
155,4,8,3,001-SEM (1367),023-SEM (1459),001-SEM (1341),1
156,4,8,2,001-SEM (1413),002-SEM (1129),001-SEM (1048),1
157,4,10,2,001-SEM (1108),001-SEM (1413),017-SEM (1453),1
158,4,8,2,001-SEM (1381),001-SEM (1114),NA,1
159,4,8,2,006-SEM (1198),001-SEM (1537),NA,1
160,4,10,5,003-SEM (1507),006-SEM (1442),001-SEM (1101),1
161,4,8,3,001-SEM (1109),001-SEM (1052),NA,1
162,4,8,1,002-SEM (1332),007-SEM (1201),NA,1
163,4,8,5,001-SEM (1065),001-SEM (1083),NA,1
164,4,8,1,025-SEM (1461),001-SEM (1076),001-SEM (1407),1
165,4,8,4,003-SEM (1527),015-SEM (1451),001-SEM (1106),1
166,4,10,4,001-SEM (1055),001-SEM (1559),001-LEC (1066),0
167,4,8,3,001-LEC (1349),021-SEM (1191),NA,1
168,4,10,1,005-SEM (1059),006-SEM (1490),003-SEM (1377),1
169,4,10,1,005-LEC (1307),001-SEM (1076),001-LEC (1061),1
170,4,10,4,001-SEM (1065),001-SEM (1110),001-SEM (1327),1
171,4,8,4,015-SEM (1185),001-SEM (1096),NA,1
172,4,8,2,001-LEC (1312),017-SEM (1453),001-SEM (1535),1
173,4,8,1,001-SEM (1096),001-SEM (1116),NA,1
174,4,8,2,001-LEC (1064),001-SEM (1390),NA,1
175,4,10,5,019-SEM (1455),001-SEM (1346),020-SEM (1456),1
176,4,8,4,001-LEC (1126),002-SEM (1484),001-LEC (1320),1
177,4,10,3,001-SEM (1065),004-SEM (1056),001-LEC (1302),1
178,4,10,5,009-SEM (1445),002-SEM (1092),006-SEM (1442),0
179,4,8,3,001-SEM (1067),003-LEC (1385),NA,1
180,4,8,3,001-SEM (1055),002-SEM (1474),004-SEM (1508),1
181,4,8,3,007-SEM (1443),004-SEM (1488),002-SEM (1476),1
182,4,10,1,002-SEM (1318),002-SEM (1086),014-SEM (1450),1
183,4,8,1,001-SEM (1063),001-SEM (1342),NA,0
184,4,10,3,003-SEM (1439),003-LEC (1354),020-SEM (1456),1
185,4,10,4,009-SEM (1445),001-SEM (1358),005-SEM (1199),1
186,4,10,1,004-SEM (1936),001-LEC (1126),007-SEM (1491),1
187,4,8,5,001-SEM (1537),002-SEM (1526),003-LEC (1354),1
188,4,8,5,010-SEM (1446),001-SEM (1524),001-LEC (1324),1
189,4,10,4,008-SEM (1492),001-SEM (1359),002-SEM (1129),1
190,4,10,1,023-SEM (1459),001-SEM (1114),002-SEM (1526),1
191,4,8,4,001-SEM (1112),002-SEM (1474),001-LEC (1348),1
192,4,8,4,007-SEM (1201),002-SEM (1092),NA,0
193,4,10,4,001-SEM (1099),001-SEM (1098),013-SEM (1449),0
194,4,10,3,002-SEM (1414),001-LEC (1403),001-LEC (1303),1
195,4,8,1,002-SEM (1129),001-SEM (1556),010-SEM (1446),1
196,4,10,1,009-SEM (1445),001-SEM (1096),001-SEM (1537),1
197,4,10,3,005-LEC (1368),001-SEM (1482),001-SEM (1067),1
198,4,10,1,001-SEM (1367),002-SEM (1311),001-SEM (1504),1
199,4,8,1,001-SEM (1559),001-SEM (1537),NA,1
200,4,10,5,024-SEM (1194),003-SEM (1487),001-LEC (1324),0
201,4,8,5,001-SEM (1556),001-SEM (1104),001-SEM (1105),1
202,4,8,5,002-SEM (1087),001-SEM (1052),NA,1
203,4,10,2,002-SEM (1365),008-SEM (1444),001-SEM (1382),1
204,4,8,5,001-SEM (1099),004-SEM (1508),001-SEM (1113),1
205,4,8,3,002-SEM (1414),001-SEM (1116),006-SEM (1442),1
206,4,10,2,001-SEM (1125),001-SEM (1409),001-SEM (1081),1
207,4,10,3,001-SEM (1114),001-SEM (1097),023-SEM (1459),1
208,4,8,4,001-SEM (1075),002-SEM (1332),NA,1
209,4,8,1,001-SEM (1524),001-SEM (1413),001-SEM (1381),1
210,4,8,5,002-SEM (1311),004-SEM (1440),001-LEC (1302),0
211,4,10,3,012-SEM (1448),001-SEM (1122),007-SEM (1443),0
212,4,8,2,002-SEM (1311),003-SEM (1507),001-SEM (1065),1
213,4,8,2,001-SEM (1376),001-LEC (1303),NA,1
214,4,8,5,001-SEM (1055),006-SEM (1090),NA,1
215,4,8,1,001-SEM (1395),002-SEM (1311),NA,1
216,4,10,3,006-SEM (1090),016-SEM (1452),001-SEM (1524),1
217,4,10,4,001-SEM (1525),017-SEM (1453),001-SEM (1359),0
218,4,8,2,014-SEM (1450),001-SEM (1358),001-SEM (1341),1
219,4,10,2,002-SEM (1060),008-SEM (1512),002-SEM (1476),0
220,4,10,2,001-SEM (1125),007-SEM (1511),002-SEM (1129),1
221,4,8,2,017-SEM (1453),001-LEC (1373),001-SEM (1097),0
222,4,10,5,001-SEM (1390),004-SEM (1488),013-SEM (1449),0
223,4,8,4,014-SEM (1450),001-SEM (1114),001-SEM (1479),0
224,4,10,5,002-SEM (1311),020-SEM (1456),007-SEM (1511),0
225,4,10,5,003-LEC (1385),001-SEM (1346),001-SEM (1084),0
226,4,8,1,001-SEM (1395),001-SEM (1358),NA,1
227,4,8,2,005-SEM (1059),001-SEM (1082),NA,1
228,4,10,2,001-SEM (1084),002-SEM (1087),001-SEM (1341),1
229,4,10,4,023-SEM (1459),001-SEM (1048),001-SEM (1114),1
230,4,10,5,007-SEM (1511),003-SEM (1377),003-SEM (1299),1
231,4,8,2,001-LEC (1029),006-SEM (1442),002-SEM (1086),0
232,4,10,5,002-SEM (1095),019-SEM (1189),001-SEM (1541),1
233,4,8,3,007-SEM (1443),008-SEM (1202),006-SEM (1198),1
234,4,10,1,001-SEM (1407),001-SEM (1479),008-SEM (1492),0
235,4,10,4,001-SEM (1485),002-SEM (1060),001-LEC (1068),1
236,4,10,4,001-SEM (1079),001-SEM (1118),008-SEM (1512),1
237,4,8,2,001-SEM (1341),007-SEM (1443),001-SEM (1055),0
238,4,10,3,002-SEM (1506),018-SEM (1188),004-LEC (1387),1
239,4,10,1,002-SEM (1332),002-SEM (1526),001-SEM (1079),1
240,4,10,4,001-SEM (1097),001-SEM (1342),005-SEM (1489),1
241,4,8,2,001-SEM (1391),001-SEM (1114),NA,1
242,4,8,4,023-SEM (1459),016-SEM (1452),001-SEM (1128),1
243,4,10,3,001-LEC (1303),022-SEM (1192),015-SEM (1451),1
244,4,10,4,025-SEM (1461),006-SEM (1490),003-LEC (1385),1
245,4,10,2,003-SEM (1377),003-SEM (1507),001-LEC (1348),0
246,4,10,3,001-SEM (1118),007-SEM (1511),019-SEM (1455),1
247,4,10,2,017-SEM (1453),002-SEM (1393),001-SEM (1350),1
248,4,10,5,008-SEM (1202),001-SEM (1384),001-SEM (1109),0
249,4,10,1,001-LEC (1349),002-LEC (1352),016-SEM (1186),1
250,4,8,3,001-SEM (1395),024-SEM (1194),NA,1
251,4,8,1,001-SEM (1410),001-SEM (1381),NA,1
252,4,8,3,001-SEM (1115),001-SEM (1482),003-SEM (1299),0
253,4,8,2,001-LEC (1302),011-SEM (1447),001-SEM (1106),1
254,4,10,4,001-SEM (1350),003-SEM (1299),001-SEM (1501),0
255,4,10,5,001-LEC (1337),003-SEM (1299),019-SEM (1189),0
256,4,8,2,001-SEM (1084),002-SEM (1557),001-LEC (1068),1
257,4,10,2,001-SEM (1327),023-SEM (1193),001-SEM (1537),1
258,4,8,1,001-SEM (1382),021-SEM (1457),001-SEM (1394),0
259,4,8,1,001-SEM (1358),015-SEM (1451),002-SEM (1414),1
260,4,8,5,001-SEM (1381),002-SEM (1474),001-SEM (1361),0
261,4,8,4,007-SEM (1491),001-SEM (1128),002-SEM (1825),1
262,4,8,4,001-SEM (1088),002-SEM (1365),NA,1
263,4,8,5,015-SEM (1451),001-LEC (1374),004-LEC (1387),1
264,4,10,2,023-SEM (1193),002-SEM (1095),001-SEM (1076),0
265,4,10,5,001-LEC (1064),008-SEM (1444),001-SEM (1391),1
266,4,8,5,001-SEM (1053),001-SEM (1076),NA,1
267,4,10,4,001-SEM (1413),005-SEM (1059),001-LEC (1061),0
268,4,10,5,001-SEM (1053),001-SEM (1122),002-SEM (1526),1
269,4,10,5,001-SEM (1345),002-SEM (1470),001-SEM (1381),1
270,4,8,5,007-SEM (1201),001-LEC (1403),NA,1
271,4,10,4,001-SEM (1116),001-SEM (1121),001-SEM (1054),0
272,4,10,5,001-SEM (1051),002-SEM (1393),008-SEM (1512),1
273,4,10,1,002-SEM (1474),001-SEM (1326),007-SEM (1491),1
274,4,8,3,006-SEM (1198),001-SEM (1395),NA,1
275,4,10,4,005-LEC (1368),001-SEM (1326),017-SEM (1453),1
276,4,8,2,005-LEC (1368),001-SEM (1485),001-SEM (1409),1
277,4,10,4,001-SEM (1119),001-SEM (1053),015-SEM (1185),1
278,4,8,5,001-SEM (1359),015-SEM (1185),NA,1
279,4,8,1,016-SEM (1186),002-SEM (1093),NA,1
280,4,10,1,001-SEM (1116),001-SEM (1067),001-SEM (1361),1
281,4,10,3,001-SEM (1346),001-SEM (1065),001-SEM (1382),0
282,4,10,1,013-SEM (1449),001-SEM (1082),001-SEM (1384),0
283,4,10,1,014-SEM (1450),001-SEM (1067),018-SEM (1188),1
284,4,10,1,022-SEM (1192),021-SEM (1457),001-SEM (1535),1
285,4,8,1,001-SEM (1367),023-SEM (1459),001-SEM (1111),1
286,4,8,2,001-SEM (1410),003-SEM (1487),001-LEC (1349),1
287,4,8,2,014-SEM (1450),001-LEC (1320),020-SEM (1456),1
288,4,8,4,002-SEM (1393),001-LEC (1370),NA,1
289,4,8,5,001-LEC (1126),007-SEM (1443),002-SEM (1414),1
290,4,8,1,002-SEM (1365),002-SEM (1506),005-LEC (1368),0
291,4,8,4,001-SEM (1343),001-LEC (1348),NA,1
292,4,10,3,014-SEM (1450),001-LEC (1302),002-SEM (1318),1
293,4,8,2,001-SEM (1407),001-SEM (1115),NA,1
294,4,8,5,002-SEM (1486),002-SEM (1365),001-SEM (1128),1
295,4,8,2,002-SEM (1827),002-SEM (1332),002-SEM (1123),0
296,4,8,5,012-SEM (1448),002-SEM (1526),002-SEM (1129),1
297,4,10,1,002-SEM (1474),001-SEM (1480),001-SEM (1343),1
298,4,10,1,005-LEC (1307),002-SEM (1318),001-SEM (1125),1
299,4,10,3,001-SEM (1118),001-SEM (1097),007-SEM (1491),1
300,4,8,5,006-SEM (1198),001-LEC (1064),NA,1
301,3,8,4,001-SEM (1359),002-SEM (1095),NA,0
302,3,8,4,001-SEM (1091),013-SEM (1183),NA,1
303,3,10,2,002-SEM (1092),001-SEM (1535),001-SEM (1096),0
304,3,10,1,002-SEM (1474),014-SEM (1450),003-LEC (1354),1
305,3,8,5,001-SEM (1341),001-LEC (1312),NA,1
306,3,8,4,004-SEM (1936),003-LEC (1385),003-SEM (1507),1
307,3,10,1,001-SEM (1104),002-SEM (1484),005-SEM (1441),1
308,3,8,4,001-SEM (1124),021-SEM (1191),NA,1
309,3,10,3,001-SEM (1482),018-SEM (1454),021-SEM (1457),0
310,3,8,1,001-SEM (1479),001-LEC (1312),008-SEM (1202),1
311,3,8,4,001-LEC (1398),014-SEM (1184),NA,1
312,3,8,3,001-LEC (1320),002-SEM (1365),NA,1
313,3,8,3,001-SEM (1382),006-SEM (1490),014-SEM (1450),1
